Node,degree,betweenness,closeness,eigenvector
Microbacterium sp. SY138,0.03614457831325302,0.0004897639337839161,0.2714285714285714,0.13834858074720102
Micromonospora sp. DPT,0.03614457831325302,0.0011999216377705944,0.29457364341085274,0.16286615624345682
Nonomuraea sp. N2-4H,0.03614457831325302,0.0011999216377705944,0.29457364341085274,0.16286615624345682
Jatrophihabitans cynanchi,0.07228915662650603,0.022450778724654716,0.35514018691588783,0.343750419771176
Microbacterium sp. 1.5R,0.024096385542168676,0.0,0.24675324675324675,0.044837527070630254
Microbacterium terricola,0.024096385542168676,0.0,0.24675324675324675,0.044837527070630254
Metabacillus indicus,0.07228915662650603,0.05230189048878441,0.3220338983050847,0.17213421157938086
Microbacterium sp. EF45047,0.024096385542168676,0.004248702125575473,0.25,0.04307628487720361
Streptomyces sp. NBC_00490,0.03614457831325302,0.0004407875404055246,0.20994475138121546,0.03631438599217619
Microbacterium hominis,0.03614457831325302,0.000893819179155647,0.21965317919075145,0.05158520245485433
Microbacterium esteraromaticum,0.04819277108433735,0.007454207072191207,0.2585034013605442,0.08106492312386972
Dactylosporangium vinaceum,0.04819277108433735,0.01203839749240866,0.2714285714285714,0.13224383084691993
Curtobacterium sp. Curtsp57,0.024096385542168676,0.0023998432755411897,0.29457364341085274,0.1162889478569751
Priestia aryabhattai,0.04819277108433735,0.09780585757664806,0.37623762376237624,0.20556924383693964
Metabacillus rhizosphaerae,0.07228915662650603,0.01104907434616515,0.31666666666666665,0.3571641138787705
Agrococcus sp. ProA11,0.03614457831325302,0.00014692918013517486,,
Rathayibacter sp. VKM Ac-2801,0.04819277108433735,0.0005877167205406994,,
Arthrobacter alpinus,0.03614457831325302,0.00014692918013517486,,
Streptomyces sp. AM 3-1-1,0.024096385542168676,0.0,,
Arthrobacter sulfonylureivorans,0.024096385542168676,0.0,,
Pseudarthrobacter defluvii,0.03614457831325302,0.00014692918013517486,0.21839080459770116,0.004918456896542155
Brachybacterium huguangmaarense,0.08433734939759037,0.059359388774610646,0.2733812949640288,0.015389810195339155
Georgenia sp. SUBG003,0.024096385542168676,0.0,0.21714285714285714,0.004198929481964307
Actinocatenispora sera,0.024096385542168676,0.0,0.21714285714285714,0.004198929481964307
Paenarthrobacter sp. YJN-5,0.024096385542168676,0.0,0.21714285714285714,0.004198929481964307
Peribacillus muralis,0.03614457831325302,0.00014692918013517486,0.21839080459770116,0.004918456896542155
Streptomyces sp. NBC_01281,0.024096385542168676,0.0,0.21714285714285714,0.004198929481964307
Lysinibacillus telephonicus,0.03614457831325302,0.10196885101381135,0.3333333333333333,0.04781708493159421
Streptomyces phaeolivaceus,0.03614457831325302,0.01998236849838378,,
Rhodococcus sp. JVH1,0.024096385542168676,0.02909197766676462,,
Micromonospora siamensis,0.024096385542168676,0.0,,
Bifidobacterium actinocoloniiforme,0.024096385542168676,0.0,,
Corynebacterium sp. L2-79-05,0.024096385542168676,0.0002938583602703497,,
Bacillus amyloliquefaciens,0.024096385542168676,0.0036242531100009797,,
Bacillus shivajii,0.024096385542168676,0.00636693113919091,,
Corynebacterium freiburgense,0.03614457831325302,0.004417670682730925,,
Rhodococcus sp. PD04,0.03614457831325302,9.795278675678323e-05,,
Bifidobacterium pseudocatenulatum,0.08433734939759037,0.046654912332255855,,
Paenibacillus sp. FSL F4-0100,0.03614457831325302,0.011724948574786953,,
Rhodococcus sp. ABRD24,0.03614457831325302,0.07506122049172301,,
Rhodococcus sp. JS3073,0.04819277108433735,0.07751004016064257,,
Rhodococcus sp. DMU1,0.04819277108433735,0.04976001567244589,,
Rhodococcus sp. WAY2,0.024096385542168676,0.0,,
Rhodococcus sp. D-6,0.03614457831325302,0.01998236849838378,,
Gordonia sp. w5E2,0.024096385542168676,0.0,,
Nocardia vinacea,0.07228915662650603,0.018645312959153688,,
Dermatobacter hominis,0.03614457831325302,0.00233617396414928,,
Lysinibacillus agricola,0.0963855421686747,0.08679596434518565,,
Bifidobacterium dentium,0.04819277108433735,0.029826623567440497,,
Varibaculum prostatecancerukia,0.03614457831325302,0.004417670682730925,,
Micromonospora sp. FIMYZ51,0.04819277108433735,0.016965422666274856,,
Actinobaculum sp. 313,0.060240963855421686,0.007958663923988639,,
Gordonia phthalatica,0.024096385542168676,0.01309628758938192,,
Amycolatopsis thermalba,0.04819277108433735,0.00514252130473112,,
Amycolatopsis mongoliensis,0.0963855421686747,0.06251836614751691,,
Saccharopolyspora gregorii,0.03614457831325302,0.0002203937702027623,,
Kutzneria albida,0.024096385542168676,0.0,,
Micromonospora sp. NBC_01699,0.07228915662650603,0.01910079341757273,,
Amycolatopsis roodepoortensis,0.03614457831325302,0.0044813399941228335,,
Micromonospora sp. NBC_01739,0.03614457831325302,0.0,,
Virgibacillus pantothenticus,0.024096385542168676,0.0017631501616220983,,
Cytobacillus solani,0.03614457831325302,0.0,,
Pseudonocardia sp. DSM 110487,0.04819277108433735,0.0004407875404055246,,
Actinotignum urinale,0.024096385542168676,0.0,,
Micromonospora sp. WMMA1947,0.12048192771084337,0.11840043099226175,0.4,0.4869109450549581
Modestobacter italicus,0.03614457831325302,0.03085512782838672,0.304,0.14669832238550626
Metabacillus sediminis,0.060240963855421686,0.00700362425311,0.304,0.28100302575103303
Mesobacillus sp. AQ2,0.07228915662650603,0.02158389656185718,0.3247863247863248,0.33515368413464386
Sutcliffiella sp. FSL R7-0096,0.03614457831325302,0.0013713390145949653,0.304,0.18900455234366564
Micromonospora sp. WMMD1128,0.024096385542168676,0.0,,
Bacillus paranthracis,0.024096385542168676,0.0,,
Bacillus aquiflavi,0.024096385542168676,0.0,,
Phytohabitans flavus,0.024096385542168676,0.0,0.1958762886597938,0.008849054313192248
