Node,degree,betweenness,closeness,eigenvector
Abiotrophia,0.1340782122905028,0.010347540461374573,0.31462925851703405,0.03453913866203634
Allokutzneria,0.07262569832402235,0.0001518878923202612,0.2711571675302245,0.017971756972957924
Anaerohalosphaera,0.10614525139664804,0.003452267735270393,0.3019230769230769,0.025529340167591036
Asaia,0.0782122905027933,4.3911471768651766e-05,0.29074074074074074,0.021656224658614772
Bacterioplanoides,0.09497206703910614,0.0007925890413973605,0.2573770491803279,0.0215338909464162
Blastomonas,0.11731843575418995,0.0031075287598454466,0.2945590994371482,0.027696199781670833
Calycomorphotria,0.111731843575419,0.0003171982285088313,0.2940074906367041,0.02863409744740706
Candidozyma,0.11731843575418995,0.007189573830136934,0.31274900398406374,0.031807226266965694
Capilliphycus,0.0223463687150838,0.0,0.24153846153846154,0.004609269319850749
Casimicrobium,0.1452513966480447,0.008165305238063589,0.33052631578947367,0.04215567707402738
Castellaniella,0.12849162011173185,0.026384147922269195,0.35280898876404493,0.04705883873527407
Catellatospora,0.16201117318435754,0.04847543834645716,0.37028301886792453,0.0652280043599304
Cellulomonas,0.0893854748603352,0.0007353795130677062,0.3230452674897119,0.03289933091500137
Chakrabartyella,0.15083798882681565,0.010549018780220477,0.33122362869198313,0.042552425542967225
Chamaesiphon,0.1340782122905028,0.006692620283506117,0.32914046121593293,0.03960103719490287
Chitiniphilus,0.1452513966480447,0.007803049121199072,0.33052631578947367,0.042097005343825815
Chitinolyticbacter,0.08379888268156425,0.00024016373518067675,0.3230452674897119,0.03190633107982125
Dichelobacter,0.01675977653631285,0.0,0.24960254372019078,0.0038381484428286106
Dickeya,0.15083798882681565,0.06870068612994563,0.40992167101827676,0.10718701423968467
Echinicola,0.1452513966480447,0.007192445495316562,0.33052631578947367,0.042344968041578834
Faecalimonas,0.1229050279329609,0.011033807784877057,0.3277661795407098,0.037494666443193665
Fastidiosipila,0.0782122905027933,0.0006342061313342836,0.2808586762075134,0.020019358085323204
Granulicatella,0.111731843575419,0.00144602933164621,0.28390596745027125,0.026776353197790478
Halomicrobium,0.10614525139664804,0.0008749206998326532,0.31717171717171716,0.03262695345807595
Harbinvirus,0.12849162011173185,0.002767096851736058,0.319755600814664,0.035170497047589004
Acetoanaerobium,0.0111731843575419,0.0,0.21216216216216216,0.00010710347325687219
Calothrix,0.0111731843575419,0.0,0.21216216216216216,0.00010710347325687219
Gloeobacter,0.01675977653631285,0.019458916577741507,0.26837606837606837,0.0024619964668087893
Acetobacter,0.0223463687150838,0.00039034838690166793,0.33052631578947367,0.016484748583098834
Acidisarcina,0.111731843575419,0.005503613380155723,0.36768149882903983,0.05365498791450271
Alicyclobacillus,0.07262569832402235,0.03318550751642946,0.3625866050808314,0.058841790393402774
Annandia,0.11731843575418995,0.013751907106328377,0.4197860962566845,0.11034968197595808
Halostagnicola,0.1787709497206704,0.023425749810150352,0.4460227272727273,0.1725729587678835
Alkalilimnicola,0.09497206703910614,0.015054911136206035,0.3536036036036036,0.03524740792264103
Anaeropeptidivorans,0.2122905027932961,0.04537977273930057,0.43490304709141275,0.1672473484535434
Anoxybacter,0.0558659217877095,0.0007778056524459583,0.3243801652892562,0.02194525110152725
Aromatoleum,0.09497206703910614,0.006693988786690655,0.36511627906976746,0.048316293692178644
Austwickia,0.18435754189944134,0.057593721618229496,0.4266304347826087,0.14459584183387858
